Date,Region,Magnitude,Depth,Latitude,Longitude
23/10/2023,"Kermadec Islands, New Zealand",5.9,15,-30.04,-177.54
22/10/2023,South of Fiji Islands,5.1,450,-23.75,179.23
22/10/2023,Near Coast of Southeastern China,4.9,16,23.24,117.69
22/10/2023,Southeastern Afghanistan,3.9,70,34.61,69.0
22/10/2023,Kashmir-Xinjiang Border Region,3.5,25,36.69,75.92
22/10/2023,"Gansu, China",4.6,5,39.31,97.37
22/10/2023,"Near Coast Guerrero, Mexico",5.3,14,16.45,-98.98
22/10/2023,Nepal,4.9,10,28.05,84.74
22/10/2023,"Hindu Kush Region, Afghanistan",3.6,353,36.15,70.9
21/10/2023,"Off Coast Chiapas, Mexico",5.5,10,13.36,-92.18
21/10/2023,"Hindu Kush Region,Afghanistan",2.7,130,36.51,70.97
21/10/2023,Afghanistan-Tajikistan Border Region,3.6,222,37.89,70.51
21/10/2023,Afghanistan-Tajikistan Border Region,3.8,120,36.43,71.76
21/10/2023,Eastern Arabian peninsula,4.5,10,22.87,59.87
21/10/2023,East of Philippine Islands,5.4,91,5.6,128.99
21/10/2023,"Hindu Kush Region,Afghanistan",3.7,150,36.57,70.85
20/10/2023,"Near Coast of Chiapas, Mexico",5.3,10,14.54,-93.19
20/10/2023,"Southeast of Honshu, Japan",4.4,364,32.53,138.31
20/10/2023,Afghanistan-Tajikistan Border Region,3.5,73,36.38,71.64
20/10/2023,Afghanistan-Tajikistan Border Region,3.7,110,37.32,71.79
20/10/2023,"Southern Xinjiang, China",4.4,120,38.22,75.04
20/10/2023,Afghanistan-Tajikistan Border Region,4.1,126,36.96,71.74
20/10/2023,Southeastern Afghanistan,3.8,112,34.42,68.6
20/10/2023,"Seram, Indonesia",4.7,26,-2.87,130.01
20/10/2023,"Hindu Kush Region,Afghanistan",3.6,190,36.48,70.47
20/10/2023,South of Mariana Island,5.4,32,12.39,143.31
19/10/2023,Southern Iran,4.8,10,29.63,52.1
19/10/2023,10 km Southeast of Chilas (Northwestern Kashmir),2.7,15,35.37,74.21
19/10/2023,"Mindanao, Philippines",5.8,19,7.41,126.36
19/10/2023,"Java, Indonesia",5.2,62,-7.78,107.4
19/10/2023,"Hindu Kush Region, Afghanistan",3.7,180,36.41,70.79
19/10/2023,"Ryukyu Islands, Japan",5.0,21,25.18,128.82
19/10/2023,"Kermadec Islands, New Zealand",5.0,50,-29.28,-176.27
18/10/2023,Southeast of Honshu Japan,5.2,10,30.88,141.31
18/10/2023,"Hindu Kush Region,Afghanistan",3.3,117,36.44,69.46
18/10/2023,"Near Tank, KPK",2.9,20,31.95,70.36
18/10/2023,"Hindu Kush Region,Afghanistan",3.3,400,36.24,66.17
18/10/2023,Kashmir-Xizang Border Region,3.8,35,36.59,78.65
18/10/2023,Turkey,4.4,157,37.42,27.44
18/10/2023,Afghanistan-Tajikistan Border Region,4.1,120,37.11,71.61
18/10/2023,Afghanistan - Tajikistan Border Region,3.7,120,36.79,71.1
18/10/2023,Turkmenistan-Afghanistan Border Reg.,4.9,0,36.29,64.15
18/10/2023,Turkmenistan-Iran Border Region,3.6,0,38.15,56.69
18/10/2023,South of Mariana Islands,5.0,32,13.42,146.05
18/10/2023,"New Ireland Region, P.N.G",5.1,10,-4.38,153.18
18/10/2023,Southwestern Kashmir,3.9,12,34.96,74.33
18/10/2023,Northwestern Kashmir,3.9,126,35.7,74.2
18/10/2023,Afghanistan-Tajikistan Border Region,3.4,85,37.01,71.36
17/10/2023,"Hindu Kush Region,Afghanistan",3.3,116,36.31,70.8
17/10/2023,Turkmenistan,5.0,50,37.05,62.32
17/10/2023,Afghanistan-Tajikistan Border Region,3.4,90,36.69,71.35
17/10/2023,Afghanistan-Tajikistan Border Region,3.3,232,36.2,71.09
17/10/2023,"Hindu Kush Region,Afghanistan",3.3,140,36.66,70.81
17/10/2023,Southern Iran,5.1,50,27.73,56.13
17/10/2023,Afghanistan-Tajikistan Border Region,3.3,110,36.2,71.12
17/10/2023,"Hindu Kush Region,Afghanistan",3.2,140,36.63,70.49
17/10/2023,Southeast of Loyalty Islands,5.2,10,-22.18,170.75
17/10/2023,Southern Iran,5.1,29,27.66,56.17
17/10/2023,Southern Iran,5.5,30,27.67,56.14
17/10/2023,Southern Iran,5.2,10,27.82,56.17
17/10/2023,Afghanistan-Tajikistan Border Region,3.7,116,36.85,71.2
16/10/2023,"25 Km Southwest of Talagang, Punjab",4.0,11,32.82,72.09
16/10/2023,Afghanistan-Tajikistan Border Region,3.7,81,37.22,71.64
16/10/2023,Tajikistan,3.9,120,37.62,72.03
16/10/2023,"Salta Province, Argentina",5.4,158,-24.43,-67.0
16/10/2023,"Near Quaidabad, Karachi, Felt at Quaidabad",3.1,15,24.85,67.21
16/10/2023,"Hindu Kush Region,Afghanistan",3.3,120,36.63,70.93
16/10/2023,"Andreanof Islands, Aleutian Islands",6.3,215,52.61,-176.91
16/10/2023,Afghanistan-Tajikistan Border Region,4.4,152,37.3,71.85
16/10/2023,"Southwesteren Ryukyu Islands, Japan",5.4,10,25.21,-125.51
16/10/2023,Northern calfornia,4.8,52,40.36,-123.93
16/10/2023,Fiji Islands Region,5.0,10,16.03,-179.04
15/10/2023,Off Coast of Central Amercia,4.6,18,12.71,-88.55
15/10/2023,Afghanistan-Tajikistan Border Region,3.9,152,38.19,71.77
15/10/2023,"Hindu Kush Region,Afghanistan",4.2,110,36.1,70.84
15/10/2023,Western Iran,5.0,30,31.1,49.4
15/10/2023,Southwestern Afghanistan,4.4,35,32.52,62.65
15/10/2023,Northwestern Afghanistan,3.9,30,34.92,61.06
15/10/2023,Northwestern Afghanistan,5.5,30,34.75,62.16
15/10/2023,Eastern Kashmir,3.9,35,35.19,77.32
14/10/2023,"Southeast of Honshu, Japan",4.6,48,30.71,141.83
14/10/2023,"17 Km west of Dera Allah Yar, Sindh",3.7,57,28.42,68.14
14/10/2023,South Sandwich Island Region,5.5,115,-59.03,-25.81
14/10/2023,"Hindu Kush Region,Afghanistan",3.6,22,36.68,70.41
14/10/2023,Sea of Japan,4.5,431,41.1,134.4
14/10/2023,Tajikistan-Xinjiang Border Region,3.7,132,37.84,74.04
14/10/2023,Tajikistan,3.8,200,37.6,73.98
14/10/2023,"Hindu Kush Region,Afghanistan",3.9,140,35.82,70.86
14/10/2023,Hindu kush Region Afghanistan,3.9,140,35.82,70.86
14/10/2023,Afghanistan-Tajikistan Border Region,4.3,119,37.59,71.92
14/10/2023,Central MId Atlantic Ridge,5.0,10,7.74,-36.79
14/10/2023,Taiwan,4.8,10,24.25,121.84
14/10/2023,Northwestern Kashmir,3.9,48,36.36,74.04
14/10/2023,"8km West of Mansehra, Pakistan",3.8,80,34.35,73.1
14/10/2023,"Southeast of Honshu, Japan",4.6,24,32.82,141.02
14/10/2023,Tajikistan,4.2,130,37.64,71.95
13/10/2023,Afghanistan-Tajikistan Border Region.,3.9,156,37.27,71.73
13/10/2023,"Hindu Kush Region,Afghanistan",3.4,162,36.45,70.22
13/10/2023,Afghanistan-Tajikistan Border Region.,3.8,132,36.55,71.2
13/10/2023,Afghanistan-Tajikistan Border Region,3.5,40,37.4,71.95
13/10/2023,Afghanistan-Tajikistan Border Region,3.6,118,37.41,71.88
13/10/2023,"Hindu Kush Region,Afghanistan",3.9,151,36.74,70.67
13/10/2023,Tajikistan-Xinjiang Border Region,4.4,140,37.71,75.54
13/10/2023,Hokaiado Japan,5.0,167,41.05,140.25
13/10/2023,Southeastern Afghanistan,3.9,78,34.1,68.61
13/10/2023,South of Fiji islands,5.6,538,-23.56,-179.97
13/10/2023,Western Indian Antarctic Ridge,5.4,10,-51.85,139.65
13/10/2023,South Sandwich Island Regioon,5.2,90,-56.38,-26.75
13/10/2023,"Hindu Kush Region,Afghanistan",5.0,108,35.75,69.69
13/10/2023,"Mindanao, Philippines",5.0,92,13.82,120.67
13/10/2023,"Hindu Kush Region,Afghanistan",5.0,80,35.87,67.8
12/10/2023,Kuril Islands,5.0,36,44.22,148.52
12/10/2023,Banda Sea,4.8,220,-6.73,129.13
12/10/2023,19 km SE of Basham,3.9,118,34.84,73.06
12/10/2023,Turkey,4.4,68,39.24,43.86
12/10/2023,Soloman Island,4.9,10,-6.51,155.34
12/10/2023,"Sumba Region, Indonesia",4.9,10,10.42,119.83
12/10/2023,Tajikistan-Xinjiang Border Region,4.5,90,37.55,74.53
12/10/2023,"Iran jaya Region,Indonesia",5.3,10,-4.54,133.85
12/10/2023,"Irian Jaya Region, Indonesia",5.3,5,-4.55,133.85
12/10/2023,Fiji Islands Region,4.9,551,-17.87,-178.66
12/10/2023,"Fox Islands, Aleutian Islands",5.4,121,52.87,-171.35
11/10/2023,Afghanistan-Tajikistan Border Region.,3.6,117,36.4,71.5
11/10/2023,Nepal-India Border Region,4.9,60,29.62,80.82
11/10/2023,Southwestern Kashmir,3.8,42,33.49,74.79
11/10/2023,Tajikistan,3.8,78,39.09,71.58
11/10/2023,Northern Chile,4.5,104,-19.18,-69.24
11/10/2023,Peru-Bolivia Border Region,4.8,242,-15.94,-69.32
11/10/2023,Balleny Islands Region,5.5,5,-63.74,172.63
11/10/2023,Northwestern Afghanistan,5.2,135,34.39,61.98
11/10/2023,Northwestern Afghanistan,6.2,10,34.6,62.04
10/10/2023,Afghanistan-Tajikistan Border Region,3.6,139,38.79,71.79
10/10/2023,Afghanistan-Tajikistan Border Region,3.7,80,38.82,71.53
10/10/2023,"Southern Xinjiang, China",3.1,350,36.11,81.71
10/10/2023,"Hindu Kush Region,Afghanistan",4.0,207,36.5,70.18
10/10/2023,Tonga Islands,5.4,77,-15.82,-174.5
10/10/2023,Southwestern Kashmir,3.3,29,33.89,74.84
10/10/2023,Salta Province Argentina,5.4,529,-23.56,-63.63
09/10/2023,Tajikistan,3.6,153,38.07,75.92
09/10/2023,Slovakia,4.9,15,49.32,21.93
09/10/2023,Northwestern Afghanistan,5.1,75,34.68,61.29
09/10/2023,"Talaud Islands, Indonesia",4.7,10,3.41,127.44
09/10/2023,Northwestern Afghanistan,5.2,5,34.57,61.99
09/10/2023,Northwestern Afghanistan,5.0,10,34.61,62.03
09/10/2023,Tajikistan - Xinjiang Border Region,4.4,29,37.67,74.66
09/10/2023,Kuril Islands,5.0,160,44.67,146.27
09/10/2023,"Mihahassa Peninsula, Sulawesi",5.0,130,0.39,122.31
09/10/2023,Southeastern Afghanistan,3.8,10,33.83,68.85
09/10/2023,Fiji Islands Region,4.8,475,-20.1,-177.72
08/10/2023,Southeast of Honshu Japan,5.0,25,29.92,140.11
08/10/2023,Southeast of Honshu Japan,5.0,20,29.83,140.24
08/10/2023,Bismarck Sea,5.6,50,-3.2,148.31
08/10/2023,"Southern Xinjiang, China",4.9,31,41.96,82.38
08/10/2023,Western-Xizang India Border Reg.,4.4,40,31.71,79.45
08/10/2023,Tajikistan,4.1,90,40.48,71.24
08/10/2023,Afghanistan-Tajikistan Border Region,3.9,149,36.09,71.55
07/10/2023,"Eastern New Guinea Region, P.N.G",4.8,139,-5.75,146.09
07/10/2023,Eastern Turkey,4.4,12,38.31,38.16
07/10/2023,Southern Molucca Sea,4.5,10,-0.06,125.22
07/10/2023,Western Afghanistan,3.9,50,34.61,61.9
07/10/2023,"Eastern New Guinea Region, P.N.G",5.6,96,-5.67,145.93
07/10/2023,"Near East Coast of Honshu, Japan",5.0,50,40.2,142.32
07/10/2023,"Eastern New Guinea Region, P.N.G",5.1,10,-5.54,146.21
07/10/2023,"Eastern New Guinea Region, P.N.G",5.1,109,-5.69,145.87
07/10/2023,"Eastern New Guinea Region, P.N.G",5.7,95,-5.66,145.89
07/10/2023,"Southeast of Honshu, Japan",4.8,10,21.23,142.19
07/10/2023,Northwestern Afghanistan,5.0,45,34.94,62.17
07/10/2023,"Eastern New Guinea Region, P.N.G",5.5,106,-5.47,146.0
07/10/2023,"Eastern New Guinea Region, P.N.G",6.4,102,-5.47,146.1
07/10/2023,"Eastern New Guinea Region, P.N.G",6.6,80,-5.61,146.11
07/10/2023,Northwestern Afghanistan,5.5,74,34.51,61.14
07/10/2023,Northwestern Afghanistan,5.9,40,34.73,62.06
07/10/2023,Northwestern Afghanistan,6.2,43,34.71,61.92
07/10/2023,Southeastern Afghanistan,5.8,56,33.94,67.63
07/10/2023,Banda Sea,4.9,164,-7.53,128.06
07/10/2023,"Xizang, China",4.8,311,32.14,79.26
07/10/2023,Nepal,5.0,12,29.5,81.26
07/10/2023,"Southern Xinjiang, China",4.5,10,41.07,84.28
07/10/2023,"Chiapas, Mexico",5.6,86,17.08,-94.9
07/10/2023,Afghanistan-Tajikistan Border Region.,3.7,80,36.81,72.97
06/10/2023,"Southeast of Honshu, Japan",4.9,25,30.15,140.22
06/10/2023,Afghanistan-Tajikistan Border Region.,3.9,347,37.2,71.94
06/10/2023,Afghanistan-Tajikistan Border Region.,3.7,30,38.37,70.94
06/10/2023,"Southeast of Honshu, Japan",5.2,20,30.23,140.09
06/10/2023,Southeast of Honshu Japan,5.2,30,31.15,141.73
06/10/2023,Kuril Islands,4.8,128,48.0,152.68
06/10/2023,Southeast of Honshu Japan,5.7,25,30.15,140.14
05/10/2023,Southeast of Honshu Japan,5.1,60,31.12,141.83
05/10/2023,Colombia Ecuador Border REgion,4.9,45,0.76,-77.83
05/10/2023,"Southeast of Honshu, Japan",5.3,86,29.95,140.2
05/10/2023,Southeast of Honshu Japan,5.1,25,29.93,140.14
05/10/2023,Southeast of Honshu Japan,6.0,10,30.08,139.83
05/10/2023,Southeast of Honshu Japan,5.8,10,29.9,140.05
05/10/2023,"New Ireland Region, P.N.G",5.8,229,-4.69,153.1
05/10/2023,26 Km SW of Drosh,3.4,35,35.37,71.57
04/10/2023,Southeast of Honshu Japan,4.8,10,30.96,142.07
04/10/2023,Southeast of Honshu Japan,5.1,85,29.92,140.01
04/10/2023,Fiji Islands Region,5.0,531,-18.15,-178.29
04/10/2023,Vanuatu Islands,5.4,85,-20.66,169.47
04/10/2023,Southeast of Honshu Japan,4.5,95,29.85,140.5
01/10/2023,"Hindu Kush Region,Afghanistan",4.4,217,36.32,69.66
30/09/2023,"Hindu Kush Region,Afghanistan",3.7,129,36.15,70.52
30/09/2023,Eastern Kashmir,3.9,35,34.53,76.56
30/09/2023,Northern India,4.5,50,26.79,73.75
30/09/2023,Afghanistan-Tajikistan Border Region,3.6,210,36.6,71.15
30/09/2023,"Southern Xinjiang, China",4.1,50,39.85,74.82
30/09/2023,Afghanistan-Tajikistan Border Region,4.5,198,36.71,71.26
27/09/2023,Afghanistan-Tajikistan Border Region,3.8,236,37.33,71.25
27/09/2023,"Hindu Kush Region,Afghanistan",3.7,105,36.41,70.88
25/09/2023,Afghanistan-Tajikistan Border Region,3.8,95,36.48,71.38
23/09/2023,Southeastern Afghanistan,3.9,214,34.14,69.48
22/09/2023,"Hindu Kush Region,Afghanistan",3.9,133,36.59,70.54
22/09/2023,Afghanistan-Tajikistan Border Region,3.9,118,36.64,71.24
22/09/2023,Tajikistan-Xinjiang Border Region,3.8,256,38.5,73.41
22/09/2023,Afghanistan-Tajikistan Border Region,4.4,123,36.0,71.79
22/09/2023,Northwestern Kashmir,3.9,28,35.01,73.8
22/09/2023,TajikistanXinjiang Border Region,4.4,250,38.23,73.21
17/09/2023,Afghanistan-Tajikistan Border Region,4.8,80,38.77,71.76
17/09/2023,Afghanistan-Tajikistan Border Region,3.8,140,36.36,71.08
17/09/2023,Northwestern Kashmir,3.8,28,35.21,74.0
17/09/2023,Afghanistan-Tajikistan Border Region,3.9,212,36.53,71.25
16/09/2023,Turkmenistan,4.7,10,41.06,52.0
16/09/2023,Tajikistan,4.2,234,38.81,72.12
16/09/2023,Afghanistan-Tajikistan Border Region,4.7,125,36.55,71.56
16/09/2023,Afghanistan-Tajikistan Border Region,4.6,181,36.58,71.57
16/09/2023,"Hindu Kush Region,Afghanistan",3.7,129,36.6,70.83
15/09/2023,Afghanistan-Tajikistan Border Region.,3.8,223,37.12,71.08
15/09/2023,Tajikistan,4.4,186,37.4,73.94
14/09/2023,90 Km West of Dera Ismaeel Khan,2.7,25,31.9,70.05
14/09/2023,Afghanistan-Tajikistan Border Region.,4.7,221,36.46,71.14
14/09/2023,Tajikistan,4.0,169,37.56,73.33
12/09/2023,Afghanistan-Tajikistan Border Region,3.7,188,36.93,71.84
11/09/2023,"Hindu Kush Region,Afghanistan",3.6,101,36.5,70.76
11/09/2023,"Hindu Kush Region,Afghanistan",3.6,158,36.66,69.79
11/09/2023,Tajikistan,4.8,70,40.22,71.38
10/09/2023,Iraq,4.9,88,35.39,44.7
10/09/2023,Afghanistan-Tajikistan Border Region,3.7,220,37.19,71.51
10/09/2023,Afghanistan-Tajikistan Border Region,3.9,80,36.48,71.03
10/09/2023,Afghanistan-Tajikistan Border Region,4.8,212,36.58,71.22
10/09/2023,Afghanistan-Tajikistan Border Region,4.0,70,37.08,71.58
09/09/2023,India-Bangladesh Border Region,5.0,60,24.67,92.78
09/09/2023,"Hindu Kush Region,Afghanistan",4.8,199,36.25,69.79
09/09/2023,Eastern Kashmir,4.2,25,34.36,76.37
08/09/2023,Afghanistan-Tajikistan Border Region,3.8,144,37.08,71.82
08/09/2023,Afghanistan-Tajikistan Border Region,4.2,177,36.76,71.04
08/09/2023,"76km SouthEast of Zhob, Balochistan",3.1,27,31.04,70.17
08/09/2023,Tajikistan-Xinjiang Border Region,4.2,199,38.16,73.19
07/09/2023,Afghanistan-Tajikistan Border Region.,5.0,168,36.79,71.05
07/09/2023,Afghanistan-Tajikistan Border Region.,5.4,104,36.79,71.81
05/09/2023,Afghanistan-Tajikistan Border Region.,3.8,120,36.51,71.16
05/09/2023,"Hindu Kush Region,Afghanistan",5.6,150,36.77,70.47
05/09/2023,"Hindu Kush Region,Afghanistan",4.5,175,35.89,69.46
05/09/2023,Afghanistan-Tajikistan Border Region,4.3,92,37.22,71.61
05/09/2023,Afghanistan-Tajikistan Border Region,4.3,92,37.22,71.61
04/09/2023,Southeastern Afghanistan,3.1,26,34.54,70.49
04/09/2023,"Hindu Kush Region,Afghanistan",3.5,176,36.6,70.93
04/09/2023,Afghanistan-Tajikistan Border Region.,5.3,80,37.37,71.92
04/09/2023,Tajikistan,3.9,149,37.33,72.06
04/09/2023,Afghanistan-Tajikistan Border Region.,4.8,80,36.6,71.04
03/09/2023,Kashmir-Xinjiang Border Region,3.9,57,36.17,76.97
03/09/2023,Afghanistan-Tajikistan Border Region.,5.0,120,36.59,71.63
03/09/2023,Afghanistan-Tajikistan Border Region.,3.8,120,37.26,71.77
02/09/2023,Afghanistan-Tajikistan Border Region.,5.2,199,36.62,71.15
02/09/2023,"40km South of Chamman, Balochistan",3.3,56,30.59,66.35
02/09/2023,Southern Iran,4.6,10,26.65,54.2
01/09/2023,Southeastern Afghanistan,2.4,25,34.67,68.97
01/09/2023,Tajikistan-Xinjiang Border Region,4.6,104,38.7,73.31
01/09/2023,"Hindu Kush Region,Afghanistan",4.1,100,35.43,69.52
01/09/2023,"Hindu Kush Region,Afghanistan",3.4,20,35.35,68.41
01/09/2023,Southeastern Afghanistan,2.1,20,34.73,69.43
31/08/2023,TajikistanXinjiang Border Region,5.4,44,38.13,73.33
31/08/2023,Southeastern Afghanistan,5.3,9,34.67,69.18
31/08/2023,Afghanistan-Tajikistan Border Region,4.4,210,37.28,71.25
31/08/2023,Afghanistan-Tajikistan Border Region.,3.4,136,36.72,71.45
31/08/2023,Afghanistan-Tajikistan Border Region.,5.9,202,36.6,71.26
29/08/2023,Afghanistan-Tajikistan Border Region.,3.3,259,36.52,72.44
28/08/2023,Northwestern Kashmir,4.4,4,35.64,74.61
28/08/2023,"Hindu Kush Region,Afghanistan",5.9,165,35.95,70.84
27/08/2023,Afghanistan-Tajikistan Border Region.,3.8,183,36.52,71.05
26/08/2023,18 km Northeast of Shikarpur Sindh,4.5,31,28.06,68.77
26/08/2023,Afghanistan-Tajikistan Border Region.,3.7,110,36.34,71.96
25/08/2023,Pakistan-Afghanistan Border,3.8,56,35.13,41.43
25/08/2023,Afghanistan-Tajikistan Border Region.,4.7,151,36.78,71.45
23/08/2023,10 km East of Peshswar,4.5,65,34.02,71.69
21/08/2023,"Hindu Kush Region,Afghanistan",4.3,182,36.28,70.98
20/08/2023,"Hindu Kush Region,Afghanistan",3.7,80,36.16,70.63
20/08/2023,60 km East of Besham K.P.K,3.7,25,34.93,73.59
19/08/2023,Tajikistan,4.4,128,37.34,72.95
19/08/2023,Afghanistan-Tajikistan Border Region.,3.9,151,36.83,71.12
19/08/2023,Tajikistan,3.9,162,37.5,72.39
19/08/2023,Afghanistan-Tajikistan Border Region.,5.2,93,36.28,71.0
19/08/2023,Afghanistan-Tajikistan Border Region.,3.1,190,36.74,71.1
19/08/2023,Afghanistan-Tajikistan Border Region.,3.3,229,36.39,71.3
18/08/2023,Southern Iran,4.8,10,27.88,53.93
18/08/2023,Afghanistan-Tajikistan Border Region,4.0,220,36.1,71.88
18/08/2023,Southeastern Afghanistan,2.9,61,34.39,69.1
18/08/2023,"Hindu Kush Region,Afghanistan",3.2,80,36.65,70.9
17/08/2023,Southwestern Kashmir,3.4,12,34.86,74.59
16/08/2023,Tajikistan,4.6,219,37.51,72.56
15/08/2023,"Hindu Kush Region,Afghanistan",3.9,66,36.21,67.48
14/08/2023,India-Bangladesh Border Region,5.4,35,24.97,92.25
13/08/2023,"Hindu Kush Region,Afghanistan",3.8,150,36.38,71.0
13/08/2023,"Hindu Kush Region,Afghanistan",3.2,239,35.89,70.91
13/08/2023,"Hindu Kush Region,Afghanistan",3.7,156,35.84,70.38
13/08/2023,Tajikistan-Xinjiang Border Region,3.6,180,37.55,74.08
12/08/2023,Afghanistan-Tajikistan Border Region,3.4,95,36.72,71.42
11/08/2023,Afghanistan-Tajikistan Border Region,3.4,191,36.64,71.16
11/08/2023,Tajikistan,3.8,142,37.03,72.23
11/08/2023,Afghanistan-Tajikistan Border Region,2.9,199,37.06,71.14
10/08/2023,"Hindu Kush Region,Afghanistan",3.2,97,36.22,69.42
10/08/2023,Southeastern Afghanistan,2.6,20,34.05,68.28
10/08/2023,Afghanistan-Tajikistan Border Region,2.9,189,36.59,71.1
10/08/2023,"26km SouthEast of Zhob, Balochistan",3.0,16,34.14,69.6
09/08/2023,Kashmir-Xizang Border Region,4.8,30,32.61,78.84
09/08/2023,Afghanistan-Tajikistan Border Region,4.6,98,37.18,71.2
09/08/2023,"Hindu Kush Region,Afghanistan",4.3,106,36.58,70.3
09/08/2023,Tajikistan,4.4,94,37.27,72.0
08/08/2023,Afghanistan-Tajikistan Border Region,4.5,90,38.41,71.52
07/08/2023,Kashmir-India Border Region,4.7,55,32.67,75.77
07/08/2023,Afghanistan-Tajikistan Border Region,4.8,130,36.64,71.55
07/08/2023,Afghanistan-Tajikistan Border Region,4.1,100,36.75,71.29
07/08/2023,Afghanistan-Tajikistan Border Region,5.3,106,37.44,72.0
06/08/2023,"Hindu Kush Region,Afghanistan",6.1,143,36.62,70.93
06/08/2023,"Hindu Kush Region,Afghanistan",6.2,204,36.23,70.82
05/08/2023,"Hindu Kush Region,Afghanistan",6.0,202,35.97,70.89
05/08/2023,Afghanistan-Tajikistan Border Region,4.0,126,36.66,71.54
05/08/2023,Afghanistan-Tajikistan Border Region,3.5,205,36.97,71.81
05/08/2023,Tajikistan,3.9,110,37.98,72.57
05/08/2023,"Hindu Kush Region,Afghanistan",2.7,197,35.79,70.88
05/08/2023,"4km NorthEast of Hajira, Azad Kashmir",3.1,14,33.79,73.92
05/08/2023,"Hindu Kush Region,Afghanistan",4.4,140,36.12,70.4
05/08/2023,Afghanistan-Tajikistan Border Region,5.9,119,37.14,69.2
05/08/2023,8km SothWest of Batgram,5.5,22,34.62,72.97
05/08/2023,8km NorthWest of Balakot,5.0,63,34.59,73.27
04/08/2023,"Hindu Kush Region,Afghanistan",3.8,60,36.58,70.51
04/08/2023,Southeastern Afghanistan,3.2,51,34.5,70.48
04/08/2023,Tajikistan-Xinjiang Border Region,3.6,34,38.2,73.59
04/08/2023,Afghanistan-Tajikistan Border Region,3.1,253,36.75,71.03
03/08/2023,"Hindu Kush Region,Afghanistan",3.2,126,36.6,70.33
03/08/2023,Tajikistan-Xinjiang Border Region,4.0,80,37.18,74.9
03/08/2023,Tajikistan-Xinjiang Border Region,4.9,108,37.97,75.06
03/08/2023,Tajikistan,4.1,116,37.56,72.37
02/08/2023,Tajikistan,3.6,165,37.81,72.39
02/08/2023,"Hindu Kush Region,Afghanistan",3.7,115,36.74,70.96
02/08/2023,"Hindu Kush Region,Afghanistan",4.8,208,36.22,70.18
01/08/2023,"Hindu Kush Region,Afghanistan",3.2,183,36.69,69.71
01/08/2023,Afghanistan-Tajikistan Border Region,3.3,129,36.85,71.3
01/08/2023,Afghanistan-Tajikistan Border Region,4.3,120,37.33,71.9
31/07/2023,Southeastern Afghanistan,3.2,80,34.14,67.46
28/07/2023,Afghanistan-Tajikistan Border Region,5.2,191,36.54,71.32
28/07/2023,Tajikistan,4.3,125,37.48,72.29
27/07/2023,56km West of Chitral,3.4,177,35.95,71.17
26/07/2023,Afghanistan-Tajikistan Border Region,3.5,80,36.69,71.83
26/07/2023,Tajikistan,3.8,110,39.94,71.96
26/07/2023,Tajikistan-Xinjiang Border Region,3.8,170,38.3,74.79
25/07/2023,Tajikistan,4.8,179,37.09,72.04
25/07/2023,Southeastern Afghanistan,4.0,110,34.71,70.34
24/07/2023,36km SW of Batgram,4.3,24,34.54,72.68
24/07/2023,"Hindu Kush Region,Afghanistan",3.4,110,36.34,70.6
23/07/2023,"24km NE of Quetta, Balochistan",3.3,10,30.35,66.83
23/07/2023,"Hindu Kush Region,Afghanistan",3.7,140,35.57,66.83
23/07/2023,Afghanistan-Tajikistan Border Region,5.4,171,36.52,71.04
22/07/2023,Tajikistan,3.3,78,37.63,73.43
22/07/2023,29km SW of Tank,3.1,28,32.14,70.1
22/07/2023,Afghanistan-Tajikistan Border Region,3.1,120,36.68,71.41
22/07/2023,100km NW of Dalbandin,2.2,65,29.48,63.61
21/07/2023,Afghanistan-Tajikistan Border Region,3.8,108,37.34,71.03
20/07/2023,Afghanistan-Tajikistan Border Region,3.8,220,37.5,69.94
20/07/2023,Afghanistan-Tajikistan Border Region,4.0,141,37.3,71.94
20/07/2023,Afghanistan-Tajikistan Border Region,3.5,163,36.31,71.35
19/07/2023,Northern and Central Iran,4.8,10,35.6,54.14
19/07/2023,Tajikistan-Xinjiang Border Region,3.2,90,38.35,74.79
19/07/2023,Afghanistan-Tajikistan Border Region,4.8,217,36.27,70.09
18/07/2023,Afghanistan-Tajikistan Border Region,3.4,97,36.55,71.18
18/07/2023,"Hindu Kush Region,Afghanistan",4.3,162,36.59,70.95
17/07/2023,Kashmir-India Border Region,4.2,18,32.58,75.88
17/07/2023,Afghanistan-Tajikistan Border Region,3.8,139,37.19,71.86
17/07/2023,Afghanistan-Tajikistan Border Region,4.4,143,36.71,71.27
17/07/2023,Afghanistan-Tajikistan Border Region,4.4,143,36.71,71.27
17/07/2023,Afghanistan-Tajikistan Border Region,3.5,182,36.45,71.35
17/07/2023,Afghanistan-Tajikistan Border Region,4.4,147,36.14,71.1
17/07/2023,Afghanistan-Tajikistan Border Region,3.7,180,36.83,71.02
17/07/2023,Northwestern Afghanistan,3.5,80,34.57,61.72
16/07/2023,"Hindu Kush Region,Afghanistan",4.1,201,36.54,70.97
16/07/2023,Afghanistan-Tajikistan Border Region,3.8,77,36.87,71.98
16/07/2023,"Hindu Kush Region,Afghanistan",3.7,237,36.56,70.71
15/07/2023,Tajikistan,4.5,172,37.47,72.19
15/07/2023,Northwestern Kashmir,3.2,25,35.37,74.59
15/07/2023,Northwestern Kashmir,2.9,17,35.61,74.04
